,location,BHK,total_sqft,bath,price
7528,Electronic City,2,1386.0,2.0,85.0
7529,Electronic City,1,550.0,1.0,27.0
7530,Lakshminarayana Pura,2,1200.0,2.0,83.0
7531,others,2,1081.0,2.0,39.0
7532,Whitefield,4,2135.0,3.0,149.0
7533,Whitefield,4,2500.0,4.0,100.0
7534,others,2,1178.0,2.0,80.0
7535,Devarachikkanahalli,2,991.0,2.0,40.0
7536,Gottigere,3,1493.0,2.0,90.0
7537,Subramanyapura,3,2495.0,3.0,130.0
7538,Kammasandra,2,1080.0,2.0,31.99
7539,Dasanapura,2,814.0,2.0,53.0
7540,Electronic City,2,1025.0,2.0,50.0
7541,Whitefield,4,3075.0,2.0,188.0
7542,others,2,1175.0,2.0,52.86
7543,KR Puram,2,1100.0,2.0,45.0
7544,Banashankari,2,1450.0,2.0,50.75
7545,6th Phase JP Nagar,3,1810.0,3.0,131.0
7546,others,3,1426.0,2.0,71.0
7547,Sector 7 HSR Layout,3,2400.0,2.0,195.0
7548,Kalyan nagar,2,1100.0,2.0,70.0
7549,Electronic City Phase II,1,650.0,1.0,35.0
7550,Kaikondrahalli,2,900.0,2.0,27.0
7551,Billekahalli,2,1360.0,2.0,110.0
7552,Yeshwanthpur,1,674.0,1.0,36.85
7553,Whitefield,3,1655.0,3.0,110.0
7554,others,2,1300.0,2.0,95.0
7555,others,1,936.0,1.0,53.0
7556,others,2,1277.0,2.0,92.0
7557,others,2,1200.0,2.0,54.0
7558,Hormavu,2,1015.0,2.0,39.08
7559,Budigere,2,1153.0,2.0,60.0
7560,Kengeri,2,1035.0,2.0,51.5
7561,KR Puram,5,3300.0,3.0,255.0
7562,Uttarahalli,2,1150.0,2.0,46.0
7563,Malleshwaram,2,1020.0,2.0,80.0
7564,8th Phase JP Nagar,2,1160.0,2.0,95.0
7565,Brookefield,2,1225.0,2.0,72.0
7566,others,3,1350.0,3.0,60.0
7567,Channasandra,2,830.0,2.0,36.28
7568,Jalahalli,2,905.0,2.0,55.0
7569,Vijayanagar,3,1375.0,2.0,75.0
7570,Electronic City,2,1140.0,2.0,33.84
7571,Hormavu,3,1550.0,2.0,60.0
7572,Kannamangala,2,957.0,2.0,55.0
7573,9th Phase JP Nagar,2,890.0,2.0,45.0
7574,KR Puram,4,3000.0,4.0,235.0
7575,others,5,2400.0,5.0,150.0
7576,Rachenahalli,2,925.0,2.0,37.0
7577,Kammasandra,2,1415.0,2.0,60.0
7578,Thanisandra,2,1225.0,2.0,37.0
7579,Hennur Road,4,2000.0,4.0,90.0
7580,Whitefield,1,840.0,1.0,57.0
7581,Thanisandra,3,1732.0,3.0,112.0
7582,others,1,1200.0,1.0,45.0
7583,Bhoganhalli,2,1260.0,2.0,69.9
7584,others,2,1092.0,2.0,49.0
7585,others,2,827.0,2.0,34.0
7586,Chamrajpet,2,650.0,1.0,40.0
7587,Whitefield,3,1725.0,3.0,106.0
7588,Jalahalli,2,1000.0,2.0,70.0
7589,TC Palaya,1,1350.0,1.0,55.0
7590,Bellandur,3,1717.0,3.0,110.0
7591,Kanakpura Road,2,700.0,2.0,34.0
7592,others,2,800.0,2.0,32.0
7593,Sonnenahalli,3,1415.0,2.0,65.0
7594,7th Phase JP Nagar,3,1976.0,3.0,145.0
7595,Kambipura,2,883.0,2.0,37.01
7596,Yelahanka,1,700.0,1.0,38.0
7597,Sarjapur,3,1445.0,3.0,50.0
7598,Battarahalli,3,2082.0,3.0,104.0
7599,Thanisandra,2,933.0,2.0,66.0
7600,Electronic City Phase II,2,1155.0,2.0,57.0
7601,Bannerghatta,2,1200.0,2.0,73.2
7602,others,2,1055.0,2.0,43.0
7603,Rajaji Nagar,3,1555.0,3.0,125.0
7604,Bellandur,3,1420.0,3.0,62.0
7605,KR Puram,2,1035.0,2.0,40.0
7606,Yelahanka New Town,1,488.0,1.0,20.0
7607,others,5,2760.0,5.0,140.0
7608,others,2,993.0,2.0,42.0
7609,Hoodi,2,1225.0,2.0,45.0
7610,Sompura,2,825.0,2.0,32.0
7611,Electronic City Phase II,3,1800.0,3.0,92.0
7612,Kanakpura Road,2,1167.0,2.0,63.0
7613,Sarjapur,2,1150.0,2.0,41.0
7614,others,1,650.0,1.0,50.0
7615,Sarjapur  Road,1,675.0,1.0,27.0
7616,others,2,2260.0,3.0,90.0
7617,others,1,720.0,1.0,32.39
7618,Yelahanka New Town,2,1100.0,2.0,58.0
7619,Uttarahalli,3,1330.0,2.0,58.0
7620,others,6,2400.0,5.0,75.0
7621,Banashankari,3,1770.0,3.0,108.0
7622,Prithvi Layout,3,2100.0,3.0,125.0
7623,Pai Layout,2,1000.0,2.0,42.0
7624,Ramamurthy Nagar,4,2916.0,5.0,230.0
7625,Kanakpura Road,3,1419.59,2.0,65.0
7626,Kodihalli,3,1400.0,3.0,81.0
7627,Horamavu Agara,2,750.0,2.0,37.49
7628,Bannerghatta,2,1070.0,2.0,87.0
7629,Kannamangala,3,1536.0,3.0,107.0
7630,JP Nagar,3,2400.0,3.0,196.0
7631,Sarjapur  Road,3,1773.5,2.0,102.92
7632,Electronic City,2,1342.0,2.0,72.0
7633,others,3,1600.0,3.0,130.0
7634,Kanakapura,1,938.0,1.0,50.0
7635,Budigere,3,1820.0,3.0,99.0
7636,Bhoganhalli,4,2439.0,4.0,170.0
7637,Kanakpura Road,3,1665.0,3.0,78.0
7638,Basavangudi,3,1850.0,3.0,150.0
7639,Bommanahalli,2,1091.0,2.0,40.0
7640,Brookefield,4,3675.0,4.0,176.0
7641,JP Nagar,2,1060.0,2.0,33.95
7642,Whitefield,2,1059.0,2.0,57.0
7643,Hebbal,2,1299.0,2.0,97.0
7644,Yelahanka,3,1491.0,3.0,85.0
7645,Basaveshwara Nagar,2,1200.0,2.0,85.0
7646,Yelahanka,4,2088.0,5.0,110.0
7647,Hulimavu,1,581.0,1.0,29.0
7648,others,2,1296.0,2.0,70.0
7649,others,2,1125.0,2.0,55.0
7650,Electronic City,3,1275.0,3.0,70.0
7651,Kothanur,2,1095.0,2.0,55.0
7652,Old Madras Road,2,1330.0,2.0,74.0
7653,Marathahalli,2,1135.0,2.0,60.0
7654,Whitefield,1,516.0,1.0,39.0
7655,others,2,1194.0,2.0,51.0
7656,Electronic City,2,770.0,1.0,38.0
7657,Chikkalasandra,3,1355.0,3.0,54.2
7658,Harlur,4,2569.0,4.0,175.0
7659,Bhoganhalli,3,1707.0,3.0,115.0
7660,Sultan Palaya,2,1070.0,2.0,49.0
7661,Whitefield,4,6000.0,4.0,410.0
7662,Tumkur Road,3,1240.0,2.0,83.0
7663,JP Nagar,2,1300.0,2.0,91.65
7664,Ambalipura,2,1700.0,2.0,76.0
7665,Yeshwanthpur,3,1383.0,2.0,76.18
7666,others,5,3000.0,4.0,170.0
7667,Hulimavu,2,935.0,2.0,45.0
7668,Thigalarapalya,3,2072.0,4.0,151.0
7669,KR Puram,2,1116.0,2.0,45.0
7670,Whitefield,3,1639.0,3.0,107.0
7671,Marathahalli,3,1839.0,3.0,130.0
7672,others,2,1300.0,2.0,63.0
7673,Horamavu Agara,1,625.0,1.0,27.0
7674,Thanisandra,1,933.0,1.0,61.0
7675,Hosur Road,3,2289.0,3.0,180.0
7676,Ramamurthy Nagar,3,2316.0,3.0,125.0
7677,Electronic City,2,1005.0,2.0,39.77
7678,Horamavu Agara,2,1080.0,2.0,38.0
7679,Vishwapriya Layout,2,910.0,2.0,36.0
7680,Hormavu,2,1200.0,2.0,73.0
7681,Electronic City,2,1110.0,2.0,39.9
7682,Kothanur,2,1142.0,2.0,56.0
7683,2nd Stage Nagarbhavi,5,4000.0,4.0,240.0
7684,AECS Layout,2,1005.0,2.0,55.0
7685,others,3,1626.6,3.0,133.0
7686,Kothanur,2,1074.0,2.0,54.0
7687,Basavangudi,2,1230.0,2.0,80.0
7688,Electronic City,2,660.0,1.0,23.0
7689,others,2,1007.0,2.0,48.0
7690,Whitefield,3,1820.0,3.0,113.0
7691,others,2,1348.0,2.0,100.0
7692,Kasavanhalli,2,1230.0,2.0,66.25
7693,Horamavu Agara,3,1176.0,2.0,37.62
7694,Frazer Town,2,1200.0,2.0,78.0
7695,others,2,1298.0,2.0,65.0
7696,Kothanur,2,1285.0,2.0,60.0
7697,Electronic City,3,1644.0,3.0,92.59
7698,Kasavanhalli,3,1819.0,3.0,150.0
7699,1st Phase JP Nagar,2,1205.0,2.0,85.0
7700,Raja Rajeshwari Nagar,2,1270.0,2.0,62.0
7701,9th Phase JP Nagar,3,1240.0,2.0,39.89
7702,Jigani,3,1221.0,3.0,70.0
7703,Kanakpura Road,2,1339.0,2.0,63.0
7704,Thigalarapalya,4,4303.0,5.0,300.0
7705,Haralur Road,2,1315.0,2.0,85.0
7706,Raja Rajeshwari Nagar,2,1250.0,2.0,68.0
7707,Bisuvanahalli,2,850.0,2.0,27.0
7708,7th Phase JP Nagar,3,1600.0,2.0,110.0
7709,Electronic City,2,1250.0,2.0,62.0
7710,others,3,1312.0,2.0,56.5
7711,Kadugodi,4,3000.0,4.0,134.0
7712,Whitefield,3,1990.0,3.0,98.0
7713,others,2,760.0,2.0,38.5
7714,Kadugodi,3,1614.0,2.0,59.0
7715,others,3,1182.0,2.0,60.1
7716,others,2,1053.0,2.0,46.29
7717,Gubbalala,3,2000.0,3.0,125.0
7718,Electronic City Phase II,3,1940.0,4.0,116.0
7719,Hennur Road,3,1590.0,3.0,105.0
7720,others,2,1035.0,2.0,52.79
7721,Raja Rajeshwari Nagar,3,1260.0,2.0,62.0
7722,Thanisandra,3,1702.0,3.0,107.0
7723,Bisuvanahalli,3,1080.0,2.0,65.0
7724,Kasavanhalli,2,1189.0,2.0,45.0
7725,Tumkur Road,2,1035.0,2.0,39.0
7726,Hennur Road,2,1200.0,2.0,36.0
7727,Yelahanka,2,1330.0,2.0,93.65
7728,Kaggalipura,3,1210.0,2.0,65.0
7729,Chikkalasandra,3,1350.0,2.0,54.2
7730,Kaval Byrasandra,3,1900.0,2.0,65.0
7731,Ambedkar Nagar,3,1935.0,4.0,125.0
7732,others,3,1410.0,3.0,90.0
7733,others,2,1469.0,2.0,99.14
7734,Varthur,2,986.0,2.0,30.0
7735,others,3,1460.0,2.0,87.0
7736,Chandapura,3,1345.0,2.0,39.5
7737,Panathur,2,980.0,2.0,57.0
7738,Kudlu Gate,2,1164.0,2.0,75.0
7739,Subramanyapura,2,929.0,1.0,51.0
7740,Kundalahalli,2,1065.0,2.0,70.0
7741,Budigere,2,1172.0,2.0,56.725
7742,Electronic City,2,1020.0,2.0,30.27
7743,Yeshwanthpur,1,672.0,1.0,36.85
7744,Brookefield,3,1746.0,3.0,115.0
7745,others,2,1250.0,2.0,65.0
7746,Thanisandra,2,1188.0,2.0,39.0
7747,Whitefield,4,3565.0,4.0,218.0
7748,Marathahalli,2,1170.0,2.0,85.0
7749,others,2,1000.0,2.0,35.0
7750,Kasturi Nagar,4,2507.0,4.0,155.0
7751,Babusapalaya,2,1061.0,2.0,34.0
7752,KR Puram,2,1290.0,2.0,69.0
7753,Sarjapur,2,1200.0,2.0,42.6
7754,Bharathi Nagar,2,1120.0,2.0,39.29
7755,Sarjapur,3,1333.0,3.0,50.0
7756,Thanisandra,1,747.0,1.0,34.355
7757,Thanisandra,3,2030.0,4.0,125.0
7758,Balagere,2,1012.0,2.0,70.0
7759,Kudlu,3,1245.0,2.0,60.0
7760,7th Phase JP Nagar,3,1765.0,3.0,118.0
7761,Gottigere,2,1110.0,2.0,36.25
7762,others,2,967.0,2.0,47.8
7763,Sarjapur,2,1044.0,2.0,36.0
7764,Brookefield,3,1518.0,3.0,80.0
7765,KR Puram,3,1300.0,2.0,57.0
7766,others,3,1798.0,3.0,73.0
7767,KR Puram,2,866.28,2.0,36.38
7768,Whitefield,4,3410.0,5.0,253.0
7769,Singasandra,2,1179.0,2.0,56.0
7770,Haralur Road,3,1976.0,3.0,92.0
7771,5th Phase JP Nagar,2,1190.0,2.0,61.8
7772,Jakkur,3,1761.0,3.0,84.52
7773,Cooke Town,3,1700.0,3.0,120.0
7774,Electronic City,2,1128.0,2.0,64.8
7775,others,1,509.0,1.0,20.0
7776,Ambedkar Nagar,3,1852.0,4.0,122.0
7777,Varthur,2,1045.0,2.0,40.65
7778,others,4,3535.0,4.0,215.0
7779,others,4,1800.0,3.0,82.0
7780,Hebbal Kempapura,3,1436.0,2.0,75.0
7781,others,3,1397.0,2.0,52.0
7782,Kothanur,2,1140.0,2.0,56.0
7783,others,3,2050.0,3.0,135.0
7784,Sarjapur  Road,2,1335.0,2.0,95.0
7785,Thanisandra,2,1140.0,2.0,59.0
7786,Thanisandra,1,663.0,1.0,46.0
7787,Kanakpura Road,3,1450.0,3.0,60.9
7788,Kodichikkanahalli,3,1400.0,3.0,66.0
7789,others,2,1339.0,2.0,53.56
7790,others,2,1305.0,2.0,52.0
7791,Green Glen Layout,3,1740.0,3.0,80.0
7792,Anekal,2,680.0,1.0,21.0
7793,Bannerghatta Road,2,1154.0,2.0,47.0
7794,Munnekollal,2,1200.0,2.0,40.0
7795,Hennur,2,1155.0,2.0,54.5
7796,Sarjapur  Road,3,1525.0,2.0,63.0
7797,Hebbal,4,2470.0,5.0,192.0
7798,Padmanabhanagar,2,1100.0,2.0,60.0
7799,Hormavu,2,1250.0,2.0,65.0
7800,Kothanur,2,1400.0,2.0,70.0
7801,others,3,1600.0,3.0,100.0
7802,Electronic City,2,1060.0,2.0,55.0
7803,Horamavu Banaswadi,2,1272.0,2.0,50.0
7804,Kanakpura Road,2,1296.0,2.0,105.0
7805,Karuna Nagar,3,1945.0,3.0,115.0
7806,Chandapura,3,1033.0,2.0,30.47
7807,others,3,2300.0,2.0,69.0
7808,others,2,1235.0,2.0,52.76
7809,others,2,850.0,2.0,42.5
7810,Subramanyapura,3,1880.0,3.0,110.0
7811,Kenchenahalli,2,1060.0,2.0,52.0
7812,Hennur Road,3,2041.0,3.0,138.0
7813,others,2,1150.0,2.0,39.0
7814,LB Shastri Nagar,2,1184.0,2.0,62.0
7815,Sarjapur  Road,3,1680.0,3.0,126.0
7816,Thanisandra,3,1411.0,3.0,100.0
7817,Thanisandra,3,1702.0,3.0,120.0
7818,Yelahanka,2,1185.0,2.0,45.0
7819,Kanakpura Road,3,1300.0,3.0,64.0
7820,others,3,1545.0,3.0,65.0
7821,Jigani,3,1300.0,3.0,55.0
7822,JP Nagar,2,1107.0,2.0,57.0
7823,Old Madras Road,3,1720.0,3.0,106.0
7824,Bannerghatta Road,2,1000.0,2.0,44.5
7825,Electronic City,1,710.0,1.0,40.42
7826,Bannerghatta Road,2,1250.0,2.0,48.0
7827,Kaggadasapura,5,2400.0,4.0,130.0
7828,Hegde Nagar,3,1584.01,3.0,104.0
7829,Kaggadasapura,3,1485.0,2.0,70.0
7830,Hennur Road,3,1100.0,2.0,78.0
7831,8th Phase JP Nagar,2,1245.0,2.0,59.0
7832,Hennur Road,4,1880.0,4.0,154.0
7833,others,2,1050.0,2.0,45.0
7834,Bannerghatta Road,3,1640.0,3.0,105.0
7835,others,2,1165.0,2.0,65.0
7836,Kengeri Satellite Town,2,1110.0,2.0,43.0
7837,Uttarahalli,4,4500.0,4.0,150.0
7838,others,2,1200.0,1.0,42.0
7839,Jalahalli,3,1704.0,3.0,94.36
7840,7th Phase JP Nagar,3,1275.0,2.0,88.0
7841,Sarjapur  Road,3,1222.0,2.0,68.0
7842,Electronic City,2,1000.0,2.0,29.95
7843,Yelahanka,3,1517.0,3.0,71.28
7844,Horamavu Agara,2,1166.0,2.0,37.29
7845,5th Phase JP Nagar,5,4000.0,5.0,170.0
7846,Whitefield,3,1345.0,3.0,58.0
7847,EPIP Zone,4,3800.0,5.0,170.0
7848,Chandapura,3,971.0,2.0,38.0
7849,EPIP Zone,2,1810.0,2.0,65.0
7850,others,2,1300.0,2.0,58.0
7851,Thanisandra,2,1185.0,2.0,45.0
7852,others,2,1350.0,2.0,68.0
7853,Budigere,3,1590.0,3.0,76.16
7854,Somasundara Palya,3,1650.0,3.0,126.0
7855,others,3,1645.0,3.0,87.0
7856,Hennur Road,3,1748.0,3.0,103.0
7857,Kengeri Satellite Town,2,1170.0,2.0,50.0
7858,Sarjapur  Road,4,3420.0,4.0,225.0
7859,Hulimavu,3,1320.0,2.0,65.0
7860,Sarjapur  Road,3,1510.0,2.0,110.0
7861,others,6,2700.0,7.0,110.0
7862,others,3,1305.0,2.0,45.68
7863,Mahadevpura,3,1500.0,2.0,70.0
7864,Thanisandra,4,1948.0,4.0,129.0
7865,Margondanahalli,3,1448.0,3.0,70.0
7866,Sarjapur  Road,2,1242.0,2.0,78.0
7867,Sonnenahalli,2,1268.0,2.0,58.0
7868,Ramamurthy Nagar,2,1101.0,2.0,50.0
7869,others,2,1255.0,2.0,65.0
7870,Hosa Road,2,1089.0,2.0,32.67
7871,Kaggalipura,2,950.0,2.0,45.0
7872,HBR Layout,2,1068.0,2.0,43.0
7873,Yelahanka New Town,2,860.0,1.0,31.0
7874,Yelahanka,3,1756.0,3.0,66.73
7875,Whitefield,2,1205.0,2.0,41.0
7876,Hormavu,3,1604.0,3.0,68.0
7877,Ananth Nagar,2,1010.0,2.0,38.0
7878,Doddakallasandra,2,1010.0,2.0,41.0
7879,Yelahanka,2,1050.0,2.0,33.1
7880,Bannerghatta Road,3,1656.0,2.0,62.93
7881,others,3,1451.0,3.0,68.0
7882,JP Nagar,2,1250.0,2.0,93.0
7883,others,3,4395.0,3.0,240.0
7884,Sonnenahalli,3,1340.0,2.0,42.0
7885,others,2,1100.0,2.0,38.5
7886,Devarachikkanahalli,3,1700.0,3.0,71.0
7887,KR Puram,2,1096.0,2.0,43.0
7888,others,3,1936.0,3.0,139.0
7889,Nehru Nagar,3,1269.0,2.0,63.0
7890,Panathur,3,1586.0,3.0,125.0
7891,Kanakpura Road,3,1452.0,3.0,56.5
7892,Hosa Road,3,1538.0,3.0,107.0
7893,others,2,935.0,2.0,40.0
7894,others,2,1220.0,2.0,65.0
7895,Harlur,2,1197.0,2.0,77.0
7896,Varthur,2,674.0,1.0,19.9
7897,Kengeri,1,410.0,1.0,15.0
7898,Thanisandra,3,1573.0,3.0,90.0
7899,Dodda Nekkundi,2,1135.0,2.0,58.0
7900,others,1,1200.0,1.0,65.0
7901,others,3,1800.0,3.0,95.0
7902,others,3,2045.0,3.0,108.0
7903,Sonnenahalli,2,1268.0,2.0,56.0
7904,Yelahanka,3,1600.0,3.0,100.0
7905,Thanisandra,2,1056.0,2.0,70.0
7906,Whitefield,4,4500.0,4.0,330.0
7907,KR Puram,2,1204.0,2.0,58.0
7908,others,3,1410.0,2.0,54.0
7909,Hennur Road,2,1460.0,2.0,80.3
7910,Dodda Nekkundi,2,1100.0,2.0,41.18
7911,others,2,1310.0,2.0,88.0
7912,Sector 2 HSR Layout,3,1600.0,3.0,90.0
7913,others,2,1250.0,2.0,55.0
7914,Sarjapur  Road,3,1665.0,3.0,74.93
7915,Singasandra,2,1416.0,2.0,67.0
7916,Jigani,3,1231.0,3.0,58.0
7917,Yelahanka,3,1664.0,3.0,73.95
7918,TC Palaya,3,2000.0,3.0,76.0
7919,Rajiv Nagar,2,972.0,2.0,43.0
7920,others,4,4500.0,4.0,345.0
7921,Bellandur,2,1185.0,2.0,47.39
7922,Green Glen Layout,3,1750.0,3.0,81.0
7923,Balagere,2,1007.0,2.0,68.0
7924,Whitefield,2,1250.0,2.0,85.0
7925,others,2,1200.0,2.0,54.0
7926,Horamavu Agara,2,994.0,2.0,42.28
7927,Ramamurthy Nagar,2,1150.0,2.0,40.0
7928,Thanisandra,2,1220.0,2.0,46.0
7929,others,2,1441.0,2.0,115.0
7930,Thigalarapalya,2,1400.0,2.0,105.0
7931,Tindlu,3,1370.07,3.0,65.0
7932,Judicial Layout,2,900.0,2.0,40.0
7933,others,1,418.0,1.0,17.0
7934,others,3,1200.0,3.0,80.0
7935,ISRO Layout,2,1200.0,2.0,43.0
7936,Talaghattapura,2,1062.0,2.0,42.48
7937,Kanakpura Road,2,1120.0,2.0,51.0
7938,Bannerghatta Road,2,1012.0,2.0,44.0
7939,Kanakpura Road,2,1430.0,2.0,78.0
7940,Channasandra,3,1195.0,2.0,56.0
7941,Hennur Road,3,1570.0,3.0,75.99
7942,Sonnenahalli,2,1011.0,2.0,59.0
7943,7th Phase JP Nagar,3,1450.0,2.0,102.0
7944,Sarjapur  Road,2,1129.0,2.0,69.0
7945,Sarjapura - Attibele Road,2,1126.0,2.0,36.0
7946,Sarjapur  Road,3,1180.0,2.0,45.0
7947,Hennur Road,3,1933.0,3.0,140.0
7948,TC Palaya,2,1082.0,2.0,64.0
7949,others,1,610.0,1.0,28.0
7950,CV Raman Nagar,2,1125.0,2.0,46.0
7951,others,6,2400.0,7.0,107.0
7952,Kengeri Satellite Town,2,777.4,2.0,25.0
7953,others,3,1864.0,3.0,120.0
7954,Whitefield,2,1115.0,2.0,51.91
7955,Kengeri,1,400.0,1.0,25.0
7956,Rajaji Nagar,2,1200.0,2.0,70.0
7957,others,2,950.0,2.0,57.0
7958,Bellandur,2,1200.0,2.0,62.0
7959,GM Palaya,3,1735.0,3.0,70.0
7960,Jalahalli,3,1470.0,2.0,102.0
7961,Bannerghatta Road,3,1527.0,3.0,115.0
7962,others,2,985.0,2.0,45.0
7963,Chandapura,4,3300.0,4.0,135.0
7964,Whitefield,2,1277.0,2.0,77.0
7965,others,2,1100.0,2.0,62.0
7966,Whitefield,3,1820.0,3.0,140.0
7967,others,4,1530.0,3.0,87.0
7968,Jakkur,3,1880.0,4.0,110.0
7969,Hennur,2,1255.0,2.0,52.35
7970,Somasundara Palya,2,1140.0,2.0,46.0
7971,Whitefield,4,3453.0,4.0,247.0
7972,Kaikondrahalli,2,1250.0,2.0,78.0
7973,others,4,2400.0,3.0,108.0
7974,Jalahalli,2,1244.0,2.0,88.0
7975,Sarjapur  Road,2,1034.0,2.0,38.0
7976,Kasavanhalli,3,1719.0,3.0,71.0
7977,Hosa Road,3,1470.0,2.0,84.22
7978,Yelahanka,2,1140.0,2.0,50.66
7979,Harlur,3,1752.12,3.0,125.0
7980,Old Madras Road,3,2990.0,3.0,170.0
7981,Bannerghatta Road,3,1660.0,3.0,85.0
7982,Electronic City,3,1275.0,3.0,63.43
7983,Bommasandra Industrial Area,3,1365.0,3.0,52.81
7984,others,3,1200.0,2.0,90.0
7985,Kanakpura Road,3,2546.0,3.0,170.0
7986,Banashankari Stage VI,3,1392.0,3.0,69.46
7987,Whitefield,2,1245.0,2.0,59.76
7988,Yeshwanthpur,2,1162.0,2.0,64.08
7989,Singasandra,3,1476.0,2.0,73.0
7990,KR Puram,1,700.0,1.0,21.5
7991,others,6,3600.0,6.0,170.0
7992,Jigani,2,943.0,2.0,48.0
7993,Sarjapur  Road,2,1113.0,2.0,44.5
7994,Varthur,3,1615.0,3.0,69.43
7995,others,2,1279.0,2.0,100.0
7996,Sompura,3,1350.0,3.0,65.0
7997,others,3,1525.0,3.0,68.63
7998,Ardendale,3,1777.26,3.0,92.0
7999,Bisuvanahalli,2,845.0,2.0,32.0
8000,Varthur,2,1210.0,2.0,64.15
8001,Sarjapur  Road,3,1879.0,3.0,155.0
8002,Hosur Road,3,1250.0,2.0,50.0
8003,others,4,1200.0,2.0,35.0
8004,Marathahalli,3,1108.0,2.0,60.0
8005,Kanakpura Road,3,1401.0,3.0,69.0
8006,others,2,1185.0,2.0,42.66
8007,Green Glen Layout,3,1751.0,3.0,115.0
8008,Bannerghatta Road,3,1880.0,3.0,96.5
8009,Whitefield,3,1322.5,3.0,40.985
8010,Channasandra,2,1175.0,2.0,38.0
8011,Jalahalli,2,1407.0,2.0,98.49
8012,Yelachenahalli,2,1000.0,2.0,50.0
8013,Electronic City,3,1518.0,3.0,75.0
8014,Tumkur Road,2,1027.0,2.0,67.0
8015,Begur Road,3,1500.0,2.0,47.25
8016,Varthur,3,1737.0,2.0,57.32
8017,Hennur,4,3517.0,2.0,161.5
8018,others,3,1600.0,4.0,120.0
8019,others,2,1120.0,2.0,60.0
8020,Hennur Road,2,1030.0,2.0,46.5
8021,Gubbalala,6,2500.0,6.0,88.0
8022,Kammasandra,2,1057.0,2.0,35.0
8023,Hormavu,2,1075.0,2.0,53.7
8024,Mysore Road,3,1080.0,2.0,60.0
8025,others,6,5100.0,7.0,225.0
8026,Singasandra,2,1139.7,2.0,45.0
8027,Whitefield,2,1074.0,2.0,42.8
8028,Sarjapur  Road,4,2425.0,5.0,175.0
8029,Sarjapur  Road,2,1323.0,2.0,74.0
8030,Kalena Agrahara,2,900.0,2.0,40.0
8031,Sarjapura - Attibele Road,1,740.0,1.0,23.65
8032,Bannerghatta Road,3,1550.0,3.0,96.0
8033,Gunjur,3,1588.0,2.0,90.0
8034,others,2,1308.0,2.0,86.0
8035,Hennur,3,1340.0,2.0,54.27
8036,Thanisandra,3,1719.0,3.0,135.0
8037,Jakkur,3,1660.0,3.0,104.0
8038,Nagavara,2,1247.0,2.0,58.56
8039,Thanisandra,3,1595.0,3.0,96.0
8040,Kaggadasapura,2,1175.0,2.0,50.0
8041,Old Airport Road,2,1184.0,2.0,78.0
8042,others,2,1100.0,2.0,55.0
8043,Yelahanka,2,1200.0,2.0,60.0
8044,others,2,1000.0,2.0,45.0
8045,Uttarahalli,2,1000.0,2.0,52.0
8046,Yelahanka,3,1705.0,3.0,85.0
8047,Tumkur Road,3,1060.0,2.0,58.3
8048,others,3,1347.0,2.0,55.0
8049,Varthur,2,1402.0,2.0,95.0
8050,Whitefield,3,2280.0,4.0,125.0
8051,others,2,1225.0,2.0,71.05
8052,5th Phase JP Nagar,2,1080.0,2.0,53.0
8053,Begur Road,2,1100.0,2.0,42.6
8054,Bannerghatta Road,2,1200.0,2.0,78.0
8055,others,2,1200.0,3.0,78.0
8056,Kothanur,3,1581.0,3.0,76.0
8057,Whitefield,4,2882.0,5.0,200.0
8058,Abbigere,2,985.0,2.0,38.92
8059,Sarjapur,2,950.0,2.0,35.0
8060,others,2,1339.0,2.0,55.0
8061,others,3,1449.0,3.0,72.0
8062,others,2,1100.0,2.0,38.68
8063,Kaval Byrasandra,3,2700.0,3.0,200.0
8064,others,2,1100.0,2.0,55.0
8065,Chandapura,2,800.0,1.0,30.0
8066,Chikkabanavar,5,2000.0,4.0,65.0
8067,others,2,1300.0,2.0,95.0
8068,Kanakpura Road,2,1220.0,2.0,60.0
8069,Sarjapur  Road,3,2289.0,3.0,178.0
8070,Whitefield,2,1170.0,2.0,56.0
8071,others,2,1350.0,2.0,89.5
8072,Thanisandra,3,1698.0,3.0,125.0
8073,Electronic City Phase II,4,2187.5,4.0,105.0
8074,Ambalipura,2,1060.0,2.0,58.5
8075,Somasundara Palya,2,1185.0,2.0,75.0
8076,Vittasandra,2,1404.0,2.0,72.0
8077,Electronic City Phase II,2,1252.0,2.0,67.0
8078,Bannerghatta Road,3,1885.0,3.0,125.0
8079,Kaikondrahalli,6,3381.0,6.0,225.0
8080,Hormavu,2,980.0,2.0,42.0
8081,Banashankari,3,1420.0,3.0,66.0
8082,others,3,2312.0,3.0,156.0
8083,Kaggadasapura,4,3000.0,4.0,130.0
8084,others,2,1175.0,2.0,70.0
8085,others,2,1145.0,2.0,51.0
8086,Bhoganhalli,2,970.0,2.0,52.5
8087,Whitefield,3,1639.5,3.0,92.63
8088,9th Phase JP Nagar,4,5000.0,4.0,300.0
8089,Ramagondanahalli,3,1635.0,3.0,57.0
8090,Jalahalli,1,1200.0,2.0,66.0
8091,Yeshwanthpur,2,1166.0,2.0,64.08
8092,Shivaji Nagar,3,1460.0,2.0,90.0
8093,others,3,1690.0,3.0,50.0
8094,others,4,1386.0,3.0,93.0
8095,others,2,1090.0,2.0,32.0
8096,Whitefield,2,1390.0,2.0,72.0
